,index,winner_name,winner_hand,winner_ht,winner_age,score,tourney_name,minutes,loser_name,loser_hand,loser_ht,loser_age,winner_rank,winner_rank_points,loser_rank,loser_rank_points
790,1471,Caroline Wozniacki,R,177.0,33.9,6-2 6-0,Wimbledon,53.0,Alycia Parks,R,185.0,23.4,91.0,774.0,121.0,624.0
791,1473,Anna Kalinskaya,R,175.0,25.5,6-3 6-2,Wimbledon,65.0,Panna Udvardy,R,170.0,25.7,18.0,2310.0,134.0,562.0
792,1476,Liudmila Samsonova,R,180.0,25.6,6-3 4-6 6-2,Wimbledon,128.0,Rebeka Masarova,R,186.0,24.9,15.0,2830.0,109.0,682.0
793,1477,Ons Jabeur,R,167.0,29.8,6-3 6-1,Wimbledon,55.0,Moyuka Uchijima,R,171.0,22.8,10.0,3801.0,68.0,940.0
794,1479,Jule Niemeier,R,178.0,24.8,6-2 6-1,Wimbledon,63.0,Viktorija Golubic,R,169.0,31.7,90.0,790.0,67.0,964.0
795,1480,Elina Svitolina,R,174.0,29.8,7-5 6-7(9) 6-3,Wimbledon,158.0,Magda Linette,R,171.0,32.3,21.0,2100.0,44.0,1291.0
796,1481,Katie Boulter,R,180.0,27.9,7-6(6) 7-5,Wimbledon,127.0,Tatjana Maria,R,172.0,36.8,29.0,1748.0,63.0,994.0
797,1483,Xin Yu Wang,R,182.0,22.7,7-6(4) 3-6 6-0,Wimbledon,109.0,Viktoriya Tomova,R,170.0,29.3,42.0,1411.0,48.0,1235.0
798,1484,Jessica Pegula,R,170.0,30.3,6-2 6-0,Wimbledon,49.0,Ashlyn Krueger,R,185.0,20.1,5.0,5025.0,75.0,869.0
799,1487,Lin Zhu,R,173.0,30.4,6-0 6-4,Wimbledon,72.0,Irina Camelia Begu,R,181.0,33.8,61.0,997.0,126.0,596.0
800,1488,Anastasia Pavlyuchenkova,R,177.0,32.9,7-6(4) 6-1,Wimbledon,91.0,Taylor Townsend,L,170.0,28.2,28.0,1756.0,76.0,864.0
801,1490,Elise Mertens,R,179.0,28.6,2-6 6-2 6-4,Wimbledon,111.0,Nao Hibino,R,163.0,29.5,33.0,1629.0,94.0,770.0
802,1491,Arantxa Rus,L,180.0,33.5,6-2 6-3,Wimbledon,70.0,Yue Yuan,R,184.0,25.7,56.0,1054.0,39.0,1452.0
803,1493,Daria Kasatkina,R,170.0,27.1,6-3 6-0,Wimbledon,74.0,Shuai Zhang,R,177.0,35.4,12.0,3283.0,680.0,54.0
804,1494,Yuriko Miyazaki,R,165.0,28.6,6-2 6-1,Wimbledon,58.0,Tamara Korpatsch,R,170.0,29.1,148.0,512.0,73.0,895.0
805,1495,Paula Badosa,R,180.0,26.6,6-3 6-2,Wimbledon,81.0,Karolina Muchova,R,178.0,27.8,93.0,770.0,34.0,1618.0
806,1497,Dayana Yastremska,R,175.0,24.1,6-1 7-6(1),Wimbledon,94.0,Nadia Podoroska,R,170.0,27.3,27.0,1760.0,65.0,983.0
807,1501,Jasmine Paolini,R,160.0,28.4,7-5 6-3,Wimbledon,97.0,Sara Sorribes Tormo,R,176.0,27.7,7.0,4228.0,55.0,1055.0
808,1503,Bianca Andreescu,R,170.0,24.0,6-4 6-2,Wimbledon,77.0,Jaqueline Cristian,R,180.0,26.0,176.0,426.0,62.0,996.0
809,1507,Yafan Wang,R,170.0,30.1,6-0 3-6 6-4,Wimbledon,120.0,Anna Karolina Schmiedlova,R,176.0,29.7,71.0,919.0,74.0,880.0
810,1508,Madison Keys,R,178.0,29.3,6-4 7-6(4),Wimbledon,105.0,Martina Trevisan,L,160.0,30.6,13.0,3068.0,89.0,793.0
811,1511,Naomi Osaka,R,180.0,26.7,6-1 1-6 6-4,Wimbledon,92.0,Diane Parry,R,170.0,21.8,113.0,669.0,53.0,1077.0
812,1514,Clara Burel,R,176.0,23.2,6-2 6-4,Wimbledon,62.0,Eva Lys,R,165.0,22.4,45.0,1288.0,129.0,592.0
813,1516,Coco Gauff,R,175.0,20.3,6-1 6-2,Wimbledon,65.0,Caroline Dolehide,R,178.0,25.8,2.0,7943.0,51.0,1100.0
814,1517,Iga Swiatek,R,176.0,23.0,6-4 6-3,Wimbledon,83.0,Petra Martic,R,181.0,33.4,1.0,11585.0,85.0,811.0
815,1518,Yulia Putintseva,R,163.0,29.4,6-0 4-6 6-2,Wimbledon,99.0,Katerina Siniakova,R,174.0,28.1,35.0,1553.0,36.0,1546.0
816,1519,Bernarda Pera,L,175.0,29.5,3-6 6-3 6-4,Wimbledon,96.0,Caroline Garcia,R,177.0,30.7,97.0,752.0,24.0,1938.0
817,1521,Danielle Collins,R,178.0,30.5,6-3 6-4,Wimbledon,89.0,Dalma Galfi,R,178.0,25.8,11.0,3532.0,127.0,595.0
818,1525,Elena Rybakina,R,184.0,25.0,6-3 3-6 6-3,Wimbledon,132.0,Laura Siegemund,R,168.0,36.3,4.0,6026.0,72.0,917.0
819,1526,Caroline Wozniacki,R,177.0,33.9,6-3 2-6 7-5,Wimbledon,139.0,Leylah Fernandez,L,168.0,21.8,91.0,774.0,25.0,1920.0
820,1527,Anna Kalinskaya,R,175.0,25.5,6-4 6-1,Wimbledon,83.0,Marie Bouzkova,R,180.0,25.9,18.0,2310.0,40.0,1445.0
821,1530,Elina Svitolina,R,174.0,29.8,6-3 6-4,Wimbledon,75.0,Jule Niemeier,R,178.0,24.8,21.0,2100.0,90.0,790.0
822,1531,Harriet Dart,R,175.0,27.9,4-6 6-1 7-6(8),Wimbledon,177.0,Katie Boulter,R,180.0,27.9,100.0,739.0,29.0,1748.0
823,1532,Xin Yu Wang,R,182.0,22.7,6-4 6-7(7) 6-1,Wimbledon,130.0,Jessica Pegula,R,170.0,30.3,42.0,1411.0,5.0,5025.0
824,1534,Lin Zhu,R,173.0,30.4,6-4 6-3,Wimbledon,84.0,Anastasia Pavlyuchenkova,R,177.0,32.9,61.0,997.0,28.0,1756.0
825,1535,Emma Raducanu,R,175.0,21.6,6-1 6-2,Wimbledon,75.0,Elise Mertens,R,179.0,28.6,135.0,559.0,33.0,1629.0
826,1536,Maria Sakkari,R,172.0,28.9,7-5 6-3,Wimbledon,89.0,Arantxa Rus,L,180.0,33.5,9.0,3805.0,56.0,1054.0
827,1537,Daria Kasatkina,R,170.0,27.1,6-0 6-0,Wimbledon,50.0,Yuriko Miyazaki,R,165.0,28.6,12.0,3283.0,148.0,512.0
828,1543,Marta Kostyuk,R,175.0,22.0,4-6 7-6(2) 6-4,Wimbledon,190.0,Daria Saville,R,166.0,30.3,19.0,2240.0,82.0,830.0
829,1544,Madison Keys,R,178.0,29.3,6-2 6-2,Wimbledon,77.0,Yafan Wang,R,170.0,30.1,13.0,3068.0,71.0,919.0
830,1549,Yulia Putintseva,R,163.0,29.4,3-6 6-1 6-2,Wimbledon,119.0,Iga Swiatek,R,176.0,23.0,35.0,1553.0,1.0,11585.0
831,1550,Jelena Ostapenko,R,177.0,27.0,6-1 6-3,Wimbledon,59.0,Bernarda Pera,L,175.0,29.5,14.0,3058.0,97.0,752.0
832,1551,Danielle Collins,R,178.0,30.5,6-4 6-4,Wimbledon,98.0,Beatriz Haddad Maia,L,185.0,28.0,11.0,3532.0,20.0,2218.0
833,1553,Elena Rybakina,R,184.0,25.0,6-0 6-1,Wimbledon,57.0,Caroline Wozniacki,R,177.0,33.9,4.0,6026.0,91.0,774.0
834,1554,Anna Kalinskaya,R,175.0,25.5,7-6(4) 6-2,Wimbledon,97.0,Liudmila Samsonova,R,180.0,25.6,18.0,2310.0,15.0,2830.0
835,1555,Elina Svitolina,R,174.0,29.8,6-1 7-6(4),Wimbledon,80.0,Ons Jabeur,R,167.0,29.8,21.0,2100.0,10.0,3801.0
836,1556,Xin Yu Wang,R,182.0,22.7,2-6 7-5 6-3,Wimbledon,138.0,Harriet Dart,R,175.0,27.9,42.0,1411.0,100.0,739.0
837,1558,Emma Raducanu,R,175.0,21.6,6-2 6-3,Wimbledon,92.0,Maria Sakkari,R,172.0,28.9,135.0,559.0,9.0,3805.0
838,1559,Paula Badosa,R,180.0,26.6,7-6(6) 4-6 6-4,Wimbledon,171.0,Daria Kasatkina,R,170.0,27.1,93.0,770.0,12.0,3283.0
839,1560,Donna Vekic,R,179.0,28.0,7-6(4) 6-7(3) 6-1,Wimbledon,174.0,Dayana Yastremska,R,175.0,24.1,37.0,1488.0,27.0,1760.0
840,1561,Jasmine Paolini,R,160.0,28.4,7-6(4) 6-1,Wimbledon,91.0,Bianca Andreescu,R,170.0,24.0,7.0,4228.0,176.0,426.0
841,1562,Madison Keys,R,178.0,29.3,6-4 6-3,Wimbledon,81.0,Marta Kostyuk,R,175.0,22.0,13.0,3068.0,19.0,2240.0
842,1565,Jelena Ostapenko,R,177.0,27.0,6-2 6-3,Wimbledon,68.0,Yulia Putintseva,R,163.0,29.4,14.0,3058.0,35.0,1553.0
843,1566,Barbora Krejcikova,R,178.0,28.5,7-5 6-3,Wimbledon,102.0,Danielle Collins,R,178.0,30.5,32.0,1643.0,11.0,3532.0
844,1568,Elina Svitolina,R,174.0,29.8,6-2 6-1,Wimbledon,55.0,Xin Yu Wang,R,182.0,22.7,21.0,2100.0,42.0,1411.0
845,1570,Donna Vekic,R,179.0,28.0,6-2 1-6 6-4,Wimbledon,98.0,Paula Badosa,R,180.0,26.6,37.0,1488.0,93.0,770.0
846,1573,Barbora Krejcikova,R,178.0,28.5,6-4 7-6(4),Wimbledon,100.0,Jelena Ostapenko,R,177.0,27.0,32.0,1643.0,14.0,3058.0
847,1574,Elena Rybakina,R,184.0,25.0,6-3 6-2,Wimbledon,61.0,Elina Svitolina,R,174.0,29.8,4.0,6026.0,21.0,2100.0
848,1577,Barbora Krejcikova,R,178.0,28.5,3-6 6-3 6-4,Wimbledon,127.0,Elena Rybakina,R,184.0,25.0,32.0,1643.0,4.0,6026.0
849,1578,Jasmine Paolini,R,160.0,28.4,2-6 6-4 7-6(8),Wimbledon,171.0,Donna Vekic,R,179.0,28.0,7.0,4228.0,37.0,1488.0
850,1579,Barbora Krejcikova,R,178.0,28.5,6-2 2-6 6-4,Wimbledon,116.0,Jasmine Paolini,R,160.0,28.4,32.0,1643.0,7.0,4228.0
851,1582,Aliaksandra Sasnovich,R,174.0,30.3,6-3 3-6 7-5,Budapest,166.0,Anna Karolina Schmiedlova,R,176.0,29.8,134.0,564.0,79.0,880.0
852,1592,Anna Karolina Schmiedlova,R,176.0,29.8,2-6 6-2 6-2,Budapest,140.0,Sara Sorribes Tormo,R,176.0,27.7,79.0,880.0,59.0,995.0
853,1601,Bernarda Pera,L,175.0,29.6,7-5 2-6 6-2,Budapest,170.0,Tamara Korpatsch,R,170.0,29.1,82.0,872.0,89.0,831.0
854,1602,Eva Lys,R,165.0,22.5,6-3 6-0,Budapest,70.0,Nadia Podoroska,R,170.0,27.4,129.0,584.0,71.0,923.0
855,1610,Aliaksandra Sasnovich,R,174.0,30.3,2-6 6-2 6-4,Budapest,124.0,Viktoriya Tomova,R,170.0,29.3,134.0,564.0,49.0,1166.0
856,1613,Karolina Muchova,R,178.0,27.8,6-1 6-1,Palermo,74.0,Irina Camelia Begu,R,181.0,33.8,35.0,1618.0,142.0,536.0
857,1615,Diane Parry,R,170.0,21.8,7-5 1-6 6-4,Palermo,170.0,Chloe Paquet,R,179.0,30.0,58.0,1019.0,115.0,647.0
858,1616,Irina Camelia Begu,R,181.0,33.8,6-3 6-4,Palermo,105.0,Ann Li,R,170.0,24.0,142.0,536.0,127.0,592.0
859,1617,Karolina Muchova,R,178.0,27.8,7-6(5) 7-6(6),Palermo,131.0,Astra Sharma,R,178.0,28.8,35.0,1618.0,151.0,497.0
860,1620,Diane Parry,R,170.0,21.8,6-2 6-7(4) 6-2,Palermo,160.0,Jil Teichmann,L,170.0,27.0,58.0,1019.0,211.0,348.0
861,1622,Irina Camelia Begu,R,181.0,33.8,6-2 7-5,Palermo,114.0,Arantxa Rus,L,180.0,33.5,142.0,536.0,62.0,969.0
862,1624,Astra Sharma,R,178.0,28.8,6-4 3-6 6-1,Palermo,121.0,Ajla Tomljanovic,R,180.0,31.1,151.0,497.0,133.0,566.0
863,1625,Karolina Muchova,R,178.0,27.8,6-7(0) 6-2 6-3,Palermo,157.0,Noma Noha Akugue,L,170.0,20.6,35.0,1618.0,197.0,383.0
864,1632,Chloe Paquet,R,179.0,30.0,6-3 6-3,Palermo,93.0,Saisai Zheng,R,170.0,30.4,115.0,647.0,1332.0,4.0
865,1634,Arantxa Rus,L,180.0,33.5,6-7(5) 6-4 6-2,Palermo,191.0,Martina Trevisan,L,160.0,30.6,62.0,969.0,77.0,903.0
866,1635,Irina Camelia Begu,R,181.0,33.8,6-0 6-0,Palermo,58.0,Marina Bassols Ribera,R,165.0,24.5,142.0,536.0,121.0,615.0
867,1638,Astra Sharma,R,178.0,28.8,6-0 7-5,Palermo,90.0,Anna Blinkova,R,179.0,25.8,151.0,497.0,74.0,910.0
868,1639,Ajla Tomljanovic,R,180.0,31.1,3-6 7-5 6-3,Palermo,162.0,Mayar Sherif,R,180.0,28.1,133.0,566.0,67.0,935.0
869,1640,Noma Noha Akugue,L,170.0,20.6,6-4 2-6 6-2,Palermo,119.0,Mona Barthel,R,185.0,34.0,197.0,383.0,202.0,370.0
870,1648,Chloe Paquet,R,179.0,30.0,0-6 6-2 6-1,Iasi,101.0,Selena Janicijevic,R,183.0,21.9,106.0,693.0,188.0,393.0
871,1659,Varvara Lepchenko,L,180.0,38.1,5-7 6-4 6-3,Iasi,188.0,Martina Trevisan,L,160.0,30.7,187.0,393.0,74.0,903.0
872,1665,Petra Martic,R,181.0,33.5,6-4 6-4,Iasi,92.0,Nuria Parrizas Diaz,R,167.0,33.0,97.0,768.0,137.0,535.0
873,1672,Magda Linette,R,171.0,32.4,6-2 6-1,Prague,80.0,Magdalena Frech,R,171.0,26.6,48.0,1171.0,57.0,1049.0
874,1676,Magda Linette,R,171.0,32.4,4-6 6-3 6-2,Prague,171.0,Viktoriya Tomova,R,170.0,29.4,48.0,1171.0,49.0,1166.0
875,1677,Magdalena Frech,R,171.0,26.6,2-6 6-0 6-1,Prague,125.0,Anhelina Kalinina,R,179.0,27.4,57.0,1049.0,47.0,1186.0
876,1681,Magda Linette,R,171.0,32.4,6-3 6-4,Prague,100.0,Rebeka Masarova,R,186.0,24.9,48.0,1171.0,111.0,650.0
877,1682,Viktoriya Tomova,R,170.0,29.4,6-3 6-4,Prague,92.0,Jana Fett,R,168.0,27.7,49.0,1166.0,116.0,630.0
878,1689,Ena Shibahara,R,170.0,26.4,7-6(5) 3-6 7-5,Prague,180.0,Tamara Korpatsch,R,170.0,29.1,257.0,274.0,92.0,802.0
879,1691,Magda Linette,R,171.0,32.4,7-6(4) 6-4,Prague,101.0,Mona Barthel,R,185.0,34.0,48.0,1171.0,193.0,386.0
880,1693,Jana Fett,R,168.0,27.7,6-2 6-2,Prague,86.0,Alison Van Uytvanck,R,173.0,30.3,116.0,630.0,245.0,294.0
881,1695,Magdalena Frech,R,171.0,26.6,6-4 2-6 6-2,Prague,127.0,Astra Sharma,R,178.0,28.8,57.0,1049.0,149.0,503.0
882,1699,Kathinka Von Deichmann,R,176.0,30.1,6-4 6-4,Prague,109.0,Anna Karolina Schmiedlova,R,176.0,29.8,241.0,297.0,70.0,918.0
883,1702,Katerina Siniakova,R,174.0,28.1,7-5 4-6 6-3,Prague,146.0,Louisa Chirico,R,175.0,28.1,38.0,1546.0,228.0,321.0
884,1716,Viktoriya Tomova,R,170.0,29.4,6-4 7-6(4),Paris Olympics,153.0,Magdalena Frech,R,171.0,26.6,46.0,1200.0,48.0,1185.0
885,1745,Anna Karolina Schmiedlova,R,176.0,29.8,6-4 6-4,Paris Olympics,113.0,Beatriz Haddad Maia,L,185.0,28.1,67.0,918.0,22.0,2108.0
886,1762,Donna Vekic,R,179.0,28.0,6-4 2-6 7-6(8),Paris Olympics,179.0,Marta Kostyuk,R,175.0,22.0,21.0,2138.0,19.0,2240.0
887,1767,Paula Badosa,R,180.0,26.7,6-1 4-6 6-4,Washington,144.0,Marie Bouzkova,R,180.0,26.0,62.0,940.0,43.0,1275.0
888,1768,Marie Bouzkova,R,180.0,26.0,6-4 3-6 6-3,Washington,132.0,Aryna Sabalenka,R,182.0,26.2,43.0,1275.0,3.0,7061.0
889,1769,Paula Badosa,R,180.0,26.7,6-3 6-3,Washington,81.0,Caroline Dolehide,R,178.0,25.8,62.0,940.0,49.0,1100.0
890,1770,Aryna Sabalenka,R,182.0,26.2,6-4 6-4,Washington,106.0,Victoria Azarenka,R,180.0,34.9,3.0,7061.0,20.0,2159.0
891,1772,Paula Badosa,R,180.0,26.7,4-6 7-5 6-4,Washington,165.0,Emma Raducanu,R,175.0,21.7,62.0,940.0,89.0,799.0
892,1773,Caroline Dolehide,R,178.0,25.8,7-6(5) 6-1,Washington,96.0,Amanda Anisimova,R,180.0,22.9,49.0,1100.0,176.0,423.0
893,1775,Victoria Azarenka,R,180.0,34.9,6-1 6-7(5) 6-3,Washington,166.0,Yafan Wang,R,170.0,30.2,20.0,2159.0,73.0,872.0
894,1777,Marie Bouzkova,R,180.0,26.0,7-5 7-6(8),Washington,140.0,Taylor Townsend,L,170.0,28.2,43.0,1275.0,78.0,844.0
895,1780,Amanda Anisimova,R,180.0,22.9,6-1 6-7(4) 6-4,Washington,122.0,Anastasia Pavlyuchenkova,R,177.0,33.0,176.0,423.0,33.0,1717.0
896,1781,Caroline Dolehide,R,178.0,25.8,2-6 7-5 6-0,Washington,132.0,Daria Kasatkina,R,170.0,27.2,49.0,1100.0,12.0,3283.0
897,1783,Yafan Wang,R,170.0,30.2,5-7 6-3 6-0,Washington,116.0,Karolina Pliskova,R,184.0,32.3,73.0,872.0,44.0,1255.0
898,1787,Taylor Townsend,L,170.0,28.2,6-2 6-2,Washington,69.0,Anastasia Potapova,R,175.0,23.3,78.0,844.0,42.0,1295.0
899,1788,Emma Raducanu,R,175.0,21.7,6-2 3-6 6-4,Washington,146.0,Elise Mertens,R,179.0,28.6,89.0,799.0,35.0,1629.0
900,1790,Paula Badosa,R,180.0,26.7,6-1 7-6(6),Washington,90.0,Sofia Kenin,R,170.0,25.7,62.0,940.0,54.0,1061.0
901,1791,Anastasia Pavlyuchenkova,R,177.0,33.0,6-3 4-6 6-4,Washington,134.0,Ashlyn Krueger,R,185.0,20.2,33.0,1717.0,81.0,829.0
902,1792,Amanda Anisimova,R,180.0,22.9,6-3 7-5,Washington,81.0,Sloane Stephens,R,170.0,31.3,176.0,423.0,45.0,1217.0
903,1793,Caroline Dolehide,R,178.0,25.8,6-1 3-6 6-4,Washington,139.0,Lesia Tsurenko,R,174.0,35.1,49.0,1100.0,84.0,818.0
904,1794,Jessica Pegula,R,170.0,30.4,6-3 2-6 6-1,Toronto,87.0,Amanda Anisimova,R,180.0,22.9,6.0,4515.0,132.0,556.0
905,1800,Amanda Anisimova,R,180.0,22.9,6-4 6-2,Toronto,86.0,Aryna Sabalenka,R,182.0,26.2,132.0,556.0,3.0,7256.0
906,1802,Liudmila Samsonova,R,180.0,25.7,6-2 6-4,Toronto,103.0,Elise Mertens,R,179.0,28.7,13.0,2820.0,35.0,1629.0
907,1803,Jessica Pegula,R,170.0,30.4,6-2 6-4,Toronto,82.0,Ashlyn Krueger,R,185.0,20.2,6.0,4515.0,82.0,829.0
908,1806,Taylor Townsend,L,170.0,28.3,6-2 6-1,Toronto,60.0,Jelena Ostapenko,R,177.0,27.1,71.0,903.0,11.0,3418.0
909,1808,Aryna Sabalenka,R,182.0,26.2,6-3 6-3,Toronto,83.0,Katie Boulter,R,180.0,28.0,3.0,7256.0,33.0,1676.0
910,1809,Coco Gauff,R,175.0,20.3,6-4 6-4,Toronto,88.0,Yafan Wang,R,170.0,30.2,2.0,7703.0,72.0,903.0
911,1811,Elise Mertens,R,179.0,28.7,6-3 6-4,Toronto,91.0,Naomi Osaka,R,180.0,26.8,35.0,1629.0,95.0,739.0
912,1812,Liudmila Samsonova,R,180.0,25.7,6-4 6-2,Toronto,86.0,Moyuka Uchijima,R,171.0,22.9,13.0,2820.0,63.0,930.0
913,1813,Jessica Pegula,R,170.0,30.4,7-5 6-4,Toronto,90.0,Karolina Pliskova,R,184.0,32.3,6.0,4515.0,45.0,1255.0
914,1814,Ashlyn Krueger,R,185.0,20.2,6-4 6-2,Toronto,88.0,Leylah Fernandez,L,168.0,21.9,82.0,829.0,25.0,1894.0
915,1818,Marta Kostyuk,R,175.0,22.1,6-2 2-6 6-2,Toronto,102.0,Elina Svitolina,R,174.0,29.8,20.0,2141.0,34.0,1650.0
916,1820,Jelena Ostapenko,R,177.0,27.1,3-6 7-6(3) 6-2,Toronto,124.0,Paula Badosa,R,180.0,26.7,11.0,3418.0,40.0,1440.0
917,1821,Amanda Anisimova,R,180.0,22.9,6-4 6-3,Toronto,90.0,Daria Kasatkina,R,170.0,27.2,132.0,556.0,12.0,3283.0
918,1822,Anna Kalinskaya,R,175.0,25.6,6-2 6-2,Toronto,75.0,Lesia Tsurenko,R,174.0,35.1,17.0,2550.0,85.0,818.0
919,1824,Aryna Sabalenka,R,182.0,26.2,6-2 6-2,Toronto,81.0,Yue Yuan,R,184.0,25.8,3.0,7256.0,42.0,1422.0
920,1825,Yafan Wang,R,170.0,30.2,7-5 7-6(3),Toronto,105.0,Sofia Kenin,R,170.0,25.7,72.0,903.0,55.0,1061.0
921,1826,Magdalena Frech,R,171.0,26.6,4-6 6-3 6-0,Toronto,124.0,Anastasia Potapova,R,175.0,23.3,50.0,1185.0,44.0,1295.0
922,1828,Naomi Osaka,R,180.0,26.8,6-3 6-1,Toronto,71.0,Ons Jabeur,R,167.0,29.9,95.0,739.0,16.0,2631.0
923,1830,Moyuka Uchijima,R,171.0,22.9,7-6(4) 6-2,Toronto,109.0,Viktoriya Tomova,R,170.0,29.4,63.0,930.0,48.0,1200.0
924,1831,Karolina Pliskova,R,184.0,32.3,6-4 7-6(10),Toronto,111.0,Nadia Podoroska,R,170.0,27.4,45.0,1255.0,87.0,813.0
925,1833,Leylah Fernandez,L,168.0,21.9,6-3 5-7 6-1,Toronto,127.0,Nao Hibino,R,163.0,29.6,25.0,1894.0,159.0,471.0
926,1834,Victoria Azarenka,R,180.0,35.0,6-2 6-2,Toronto,76.0,Anastasia Pavlyuchenkova,R,177.0,33.0,19.0,2266.0,29.0,1776.0
927,1837,Magda Linette,R,171.0,32.4,6-3 6-4,Toronto,85.0,Rebecca Marino,R,183.0,33.6,43.0,1361.0,145.0,532.0
928,1838,Elina Svitolina,R,174.0,29.8,6-0 6-2,Toronto,70.0,Shelby Rogers,R,175.0,31.8,34.0,1650.0,379.0,160.0
929,1839,Marta Kostyuk,R,175.0,22.1,6-0 6-2,Toronto,52.0,Tatjana Maria,R,172.0,36.9,20.0,2141.0,67.0,914.0
930,1842,Paula Badosa,R,180.0,26.7,6-1 6-4,Toronto,83.0,Clara Tauson,R,182.0,21.6,40.0,1440.0,62.0,932.0
931,1843,Amanda Anisimova,R,180.0,22.9,6-1 6-4,Toronto,68.0,Caroline Dolehide,R,178.0,25.9,132.0,556.0,46.0,1247.0
932,1844,Lesia Tsurenko,R,174.0,35.1,0-6 6-3 6-4,Toronto,119.0,Bianca Andreescu,R,170.0,24.1,85.0,818.0,175.0,425.0
933,1845,Anna Kalinskaya,R,175.0,25.6,6-2 6-3,Toronto,68.0,Louisa Chirico,R,175.0,28.2,17.0,2550.0,218.0,335.0
934,1846,Beatriz Haddad Maia,L,185.0,28.1,5-7 6-2 7-6(1),Toronto,199.0,Marie Bouzkova,R,180.0,26.0,22.0,2108.0,36.0,1587.0
935,1847,Katie Boulter,R,180.0,28.0,6-4 3-6 6-1,Toronto,128.0,Bernarda Pera,L,175.0,29.6,33.0,1676.0,80.0,842.0
936,1849,Aryna Sabalenka,R,182.0,26.2,6-3 6-3,Cincinnati,107.0,Iga Swiatek,R,176.0,23.2,3.0,7366.0,1.0,10655.0
937,1850,Jessica Pegula,R,170.0,30.4,6-2 3-6 6-3,Cincinnati,113.0,Paula Badosa,R,180.0,26.7,6.0,4615.0,37.0,1505.0
938,1852,Aryna Sabalenka,R,182.0,26.2,6-3 6-2,Cincinnati,79.0,Liudmila Samsonova,R,180.0,25.7,3.0,7366.0,17.0,2450.0
939,1853,Jessica Pegula,R,170.0,30.4,7-5 6-7(1) 7-6(3),Cincinnati,184.0,Leylah Fernandez,L,168.0,21.9,6.0,4615.0,27.0,1854.0
940,1854,Paula Badosa,R,180.0,26.7,6-3 6-2,Cincinnati,66.0,Anastasia Pavlyuchenkova,R,177.0,33.1,37.0,1505.0,28.0,1776.0
941,1855,Iga Swiatek,R,176.0,23.2,6-2 6-2,Cincinnati,70.0,Marta Kostyuk,R,175.0,22.1,1.0,10655.0,21.0,2260.0
942,1857,Aryna Sabalenka,R,182.0,26.2,7-5 6-2,Cincinnati,79.0,Elina Svitolina,R,174.0,29.9,3.0,7366.0,30.0,1714.0
943,1859,Jessica Pegula,R,170.0,30.4,6-2 6-3,Cincinnati,63.0,Taylor Townsend,L,170.0,28.3,6.0,4615.0,53.0,1137.0
944,1862,Paula Badosa,R,180.0,26.7,6-4 6-4,Cincinnati,92.0,Yulia Putintseva,R,163.0,29.5,37.0,1505.0,33.0,1681.0
945,1866,Jasmine Paolini,R,160.0,28.6,7-6(2) 6-3,Cincinnati,98.0,Anastasia Potapova,R,175.0,23.3,5.0,5298.0,44.0,1304.0
946,1869,Liudmila Samsonova,R,180.0,25.7,7-6(10) 6-1,Cincinnati,110.0,Magda Linette,R,171.0,32.4,17.0,2450.0,43.0,1366.0
947,1871,Jessica Pegula,R,170.0,30.4,5-7 6-4 6-2,Cincinnati,137.0,Karolina Muchova,R,178.0,27.9,6.0,4615.0,35.0,1646.0
948,1872,Taylor Townsend,L,170.0,28.3,6-1 2-6 6-1,Cincinnati,114.0,Daria Kasatkina,R,170.0,27.2,53.0,1137.0,12.0,3158.0
949,1874,Leylah Fernandez,L,168.0,21.9,3-6 7-6(3) 6-4,Cincinnati,155.0,Elena Rybakina,R,184.0,25.1,27.0,1854.0,4.0,6026.0
950,1876,Anastasia Pavlyuchenkova,R,177.0,33.1,7-5 6-4,Cincinnati,96.0,Caroline Wozniacki,R,177.0,34.0,28.0,1776.0,84.0,844.0
951,1877,Paula Badosa,R,180.0,26.7,6-3 6-2,Cincinnati,64.0,Anna Kalinskaya,R,175.0,25.6,37.0,1505.0,16.0,2660.0
952,1878,Yulia Putintseva,R,163.0,29.5,6-4 2-6 6-4,Cincinnati,114.0,Coco Gauff,R,175.0,20.4,33.0,1681.0,2.0,7633.0
953,1881,Marta Kostyuk,R,175.0,22.1,6-4 2-6 6-4,Cincinnati,138.0,Elise Mertens,R,179.0,28.7,21.0,2260.0,32.0,1689.0
954,1883,Karolina Pliskova,R,184.0,32.3,7-6(3) 7-6(3),Cincinnati,100.0,Viktoriya Tomova,R,170.0,29.4,45.0,1260.0,50.0,1200.0
955,1884,Anastasia Potapova,R,175.0,23.3,6-4 2-6 6-1,Cincinnati,103.0,Clara Burel,R,176.0,23.3,44.0,1304.0,57.0,1057.0
956,1886,Elina Svitolina,R,174.0,29.9,5-7 6-3 6-2,Cincinnati,131.0,Yafan Wang,R,170.0,30.2,30.0,1714.0,62.0,997.0
957,1888,Liudmila Samsonova,R,180.0,25.7,6-4 6-4,Cincinnati,91.0,Xin Yu Wang,R,182.0,22.8,17.0,2450.0,39.0,1471.0
958,1889,Magda Linette,R,171.0,32.4,2-6 6-0 7-5,Cincinnati,113.0,Katie Boulter,R,180.0,28.0,43.0,1366.0,31.0,1706.0
959,1891,Karolina Muchova,R,178.0,27.9,7-6(6) 6-2,Cincinnati,116.0,Dayana Yastremska,R,175.0,24.2,35.0,1646.0,34.0,1673.0
