,index,winner_name,winner_hand,winner_ht,winner_age,score,tourney_name,minutes,loser_name,loser_hand,loser_ht,loser_age,winner_rank,winner_rank_points,loser_rank,loser_rank_points
174,328,Jelena Ostapenko,R,177.0,26.6,3-6 6-4 7-6(7),Linz,141.0,Clara Tauson,R,182.0,21.1,12.0,3028.0,91.0,818.0
175,331,Anastasia Pavlyuchenkova,R,177.0,32.5,7-6(2) 6-4,Linz,97.0,Katie Boulter,R,180.0,27.4,42.0,1238.0,53.0,1159.0
176,332,Clara Burel,R,176.0,22.8,6-3 5-7 6-4,Linz,141.0,Katerina Siniakova,R,174.0,27.7,52.0,1160.0,49.0,1215.0
177,333,Donna Vekic,R,179.0,27.5,6-1 6-1,Linz,64.0,Dayana Yastremska,R,175.0,23.7,34.0,1445.0,29.0,1587.0
178,335,Ekaterina Alexandrova,R,175.0,29.2,6-3 6-0,Linz,64.0,Jule Niemeier,R,178.0,24.4,21.0,2095.0,159.0,481.0
179,336,Clara Tauson,R,182.0,21.1,3-6 6-3 6-3,Linz,122.0,Camila Giorgi,R,168.0,32.0,91.0,818.0,68.0,1000.0
180,337,Jaqueline Cristian,R,180.0,25.6,6-3 6-4,Linz,88.0,Nadia Podoroska,R,170.0,26.9,89.0,831.0,67.0,1009.0
181,340,Anastasia Pavlyuchenkova,R,177.0,32.5,6-4 6-0,Linz,66.0,Martina Trevisan,L,160.0,30.2,42.0,1238.0,57.0,1105.0
182,341,Katie Boulter,R,180.0,27.4,6-2 6-2,Linz,75.0,Jasmine Paolini,R,160.0,28.0,53.0,1159.0,24.0,1760.0
183,342,Katerina Siniakova,R,174.0,27.7,4-6 6-3 7-5,Linz,146.0,Petra Martic,R,181.0,33.0,49.0,1215.0,48.0,1223.0
184,345,Anastasia Potapova,R,175.0,22.8,6-4 6-3,Linz,82.0,Sara Errani,R,164.0,36.7,27.0,1634.0,99.0,738.0
185,347,Jule Niemeier,R,178.0,24.4,6-3 6-4,Linz,79.0,Anna Blinkova,R,179.0,25.3,159.0,481.0,50.0,1192.0
186,348,Elena Rybakina,R,184.0,24.6,6-1 6-4,Abu Dhabi,68.0,Daria Kasatkina,R,170.0,26.7,5.0,5688.0,14.0,2838.0
187,349,Elena Rybakina,R,184.0,24.6,6-0 4-6 6-2,Abu Dhabi,111.0,Liudmila Samsonova,R,180.0,25.2,5.0,5688.0,15.0,2700.0
188,350,Daria Kasatkina,R,170.0,26.7,6-3 4-6 7-6(2),Abu Dhabi,179.0,Beatriz Haddad Maia,L,185.0,27.6,14.0,2838.0,13.0,2950.0
189,352,Liudmila Samsonova,R,180.0,25.2,7-5 6-4,Abu Dhabi,104.0,Barbora Krejcikova,R,178.0,28.1,15.0,2700.0,12.0,3081.0
190,353,Daria Kasatkina,R,170.0,26.7,6-2 6-0,Abu Dhabi,74.0,Sorana Cirstea,R,176.0,33.8,14.0,2838.0,26.0,1722.0
191,354,Beatriz Haddad Maia,L,185.0,27.6,6-3 6-4,Abu Dhabi,90.0,Ons Jabeur,R,167.0,29.4,13.0,2950.0,6.0,4076.0
192,355,Elena Rybakina,R,184.0,24.6,4-6 6-3 6-3,Abu Dhabi,137.0,Danielle Collins,R,178.0,30.1,5.0,5688.0,71.0,962.0
193,358,Liudmila Samsonova,R,180.0,25.2,6-1 6-3,Abu Dhabi,68.0,Anhelina Kalinina,R,179.0,26.9,15.0,2700.0,32.0,1480.0
194,359,Daria Kasatkina,R,170.0,26.7,6-3 7-5,Abu Dhabi,92.0,Ashlyn Krueger,R,185.0,19.7,14.0,2838.0,82.0,886.0
195,360,Sorana Cirstea,R,176.0,33.8,6-2 6-1,Abu Dhabi,76.0,Maria Sakkari,R,172.0,28.5,26.0,1722.0,9.0,3710.0
196,361,Beatriz Haddad Maia,L,185.0,27.6,7-6(6) 6-7(1) 6-1,Abu Dhabi,222.0,Magda Linette,R,171.0,31.9,13.0,2950.0,55.0,1126.0
197,362,Ons Jabeur,R,167.0,29.4,6-4 6-1,Abu Dhabi,78.0,Emma Raducanu,R,175.0,21.2,6.0,4076.0,296.0,231.0
198,363,Danielle Collins,R,178.0,30.1,7-5 6-0,Abu Dhabi,83.0,Naomi Osaka,R,180.0,26.3,71.0,962.0,757.0,42.0
199,365,Heather Watson,R,170.0,31.7,6-3 7-5,Abu Dhabi,103.0,Veronika Kudermetova,R,175.0,26.7,156.0,482.0,16.0,2495.0
200,368,Liudmila Samsonova,R,180.0,25.2,6-0 6-1,Abu Dhabi,51.0,Lesia Tsurenko,R,174.0,34.6,15.0,2700.0,37.0,1363.0
201,369,Daria Kasatkina,R,170.0,26.7,6-4 5-7 6-4,Abu Dhabi,155.0,Diane Parry,R,170.0,21.4,14.0,2838.0,59.0,1063.0
202,370,Ashlyn Krueger,R,185.0,19.7,6-2 5-7 6-3,Abu Dhabi,144.0,Bernarda Pera,L,175.0,29.1,82.0,886.0,89.0,836.0
203,371,Sorana Cirstea,R,176.0,33.8,6-7(4) 6-4 6-4,Abu Dhabi,160.0,Caroline Garcia,R,177.0,30.3,26.0,1722.0,21.0,2075.0
204,373,Magda Linette,R,171.0,31.9,7-6(4) 6-1,Abu Dhabi,111.0,Alexandra Eala,L,173.0,18.7,55.0,1126.0,187.0,421.0
205,374,Emma Raducanu,R,175.0,21.2,6-4 6-1,Abu Dhabi,82.0,Marie Bouzkova,R,180.0,25.5,296.0,231.0,36.0,1382.0
206,375,Karolina Pliskova,R,184.0,31.8,6-4 6-3,Cluj-Napoca,85.0,Ana Bogdan,R,171.0,31.1,78.0,902.0,65.0,1016.0
207,376,Ana Bogdan,R,171.0,31.1,6-3 3-6 6-4,Cluj-Napoca,173.0,Jaqueline Cristian,R,180.0,25.6,65.0,1016.0,81.0,891.0
208,377,Karolina Pliskova,R,184.0,31.8,6-3 6-3,Cluj-Napoca,83.0,Harriet Dart,R,175.0,27.5,78.0,902.0,103.0,699.0
209,378,Ana Bogdan,R,171.0,31.1,3-6 7-6(6) 7-6(5),Cluj-Napoca,208.0,Arantxa Rus,L,180.0,33.1,65.0,1016.0,45.0,1238.0
210,379,Jaqueline Cristian,R,180.0,25.6,6-3 7-5,Cluj-Napoca,98.0,Anastasija Sevastova,R,169.0,33.8,81.0,891.0,656.0,58.0
211,380,Harriet Dart,R,175.0,27.5,6-3 6-2,Cluj-Napoca,97.0,Nuria Parrizas Diaz,R,167.0,32.5,103.0,699.0,132.0,556.0
212,381,Karolina Pliskova,R,184.0,31.8,6-2 6-0,Cluj-Napoca,61.0,Sara Errani,R,164.0,36.7,78.0,902.0,98.0,751.0
213,382,Arantxa Rus,L,180.0,33.1,4-6 6-4 6-0,Cluj-Napoca,171.0,Alize Cornet,R,173.0,34.0,45.0,1238.0,104.0,690.0
214,384,Jaqueline Cristian,R,180.0,25.6,6-4 6-0,Cluj-Napoca,81.0,Clara Tauson,R,182.0,21.1,81.0,891.0,80.0,895.0
215,387,Nuria Parrizas Diaz,R,167.0,32.5,6-1 3-6 6-4,Cluj-Napoca,110.0,Anna Blinkova,R,179.0,25.4,132.0,556.0,51.0,1192.0
216,388,Karolina Pliskova,R,184.0,31.8,6-2 6-1,Cluj-Napoca,56.0,Camila Osorio,R,162.0,22.1,78.0,902.0,101.0,724.0
217,389,Sara Errani,R,164.0,36.7,6-0 6-1,Cluj-Napoca,60.0,Tatjana Maria,R,172.0,36.4,98.0,751.0,49.0,1205.0
218,391,Alize Cornet,R,173.0,34.0,7-5 4-6 6-3,Cluj-Napoca,171.0,Yanina Wickmayer,R,182.0,34.2,104.0,690.0,83.0,883.0
219,393,Ana Bogdan,R,171.0,31.1,7-5 7-5,Cluj-Napoca,124.0,Alycia Parks,R,185.0,23.0,65.0,1016.0,110.0,669.0
220,394,Clara Tauson,R,182.0,21.1,6-3 6-1,Cluj-Napoca,74.0,Nadia Podoroska,R,170.0,26.9,80.0,895.0,85.0,867.0
221,395,Jaqueline Cristian,R,180.0,25.6,6-3 6-2,Cluj-Napoca,78.0,Marina Bassols Ribera,R,165.0,24.1,81.0,891.0,105.0,688.0
222,396,Anastasija Sevastova,R,169.0,33.8,6-2 6-3,Cluj-Napoca,89.0,Cristina Andreea Mitu,R,175.0,32.3,656.0,58.0,216.0,350.0
223,400,Nuria Parrizas Diaz,R,167.0,32.5,6-4 6-4,Cluj-Napoca,121.0,Laura Siegemund,R,168.0,35.9,132.0,556.0,90.0,832.0
224,402,Camila Osorio,R,162.0,22.1,6-2 6-4,Cluj-Napoca,78.0,Viktoriya Tomova,R,170.0,28.9,101.0,724.0,64.0,1017.0
225,406,Iga Swiatek,R,176.0,22.7,7-6(8) 6-2,Doha,139.0,Elena Rybakina,R,184.0,24.6,1.0,9770.0,4.0,6088.0
226,408,Elena Rybakina,R,184.0,24.6,6-2 6-4,Doha,89.0,Anastasia Pavlyuchenkova,R,177.0,32.6,4.0,6088.0,32.0,1421.0
227,409,Iga Swiatek,R,176.0,22.7,6-4 6-0,Doha,74.0,Victoria Azarenka,R,180.0,34.5,1.0,9770.0,31.0,1471.0
228,410,Karolina Pliskova,R,184.0,31.8,7-6(6) 7-6(5),Doha,103.0,Naomi Osaka,R,180.0,26.3,59.0,1097.0,747.0,43.0
229,411,Elena Rybakina,R,184.0,24.6,6-4 6-2,Doha,94.0,Leylah Fernandez,L,168.0,21.4,4.0,6088.0,38.0,1355.0
230,412,Anastasia Pavlyuchenkova,R,177.0,32.6,7-5 6-4,Doha,94.0,Danielle Collins,R,178.0,30.1,32.0,1421.0,63.0,1046.0
231,413,Iga Swiatek,R,176.0,22.7,6-1 6-4,Doha,91.0,Ekaterina Alexandrova,R,175.0,29.2,1.0,9770.0,19.0,2410.0
232,414,Victoria Azarenka,R,180.0,34.5,6-0 6-3,Doha,88.0,Jelena Ostapenko,R,177.0,26.6,31.0,1471.0,11.0,3473.0
233,419,Anastasia Pavlyuchenkova,R,177.0,32.6,7-5 6-3,Doha,111.0,Marketa Vondrousova,L,173.0,24.6,32.0,1421.0,8.0,3736.0
234,420,Danielle Collins,R,178.0,30.1,6-4 6-3,Doha,102.0,Katerina Siniakova,R,174.0,27.7,63.0,1046.0,42.0,1274.0
235,421,Iga Swiatek,R,176.0,22.7,6-1 6-1,Doha,61.0,Sorana Cirstea,R,176.0,33.8,1.0,9770.0,22.0,1829.0
236,423,Victoria Azarenka,R,180.0,34.5,7-6(2) 6-2,Doha,101.0,Xin Yu Wang,R,182.0,22.3,31.0,1471.0,41.0,1281.0
237,424,Jelena Ostapenko,R,177.0,26.6,6-0 6-3,Doha,53.0,Anhelina Kalinina,R,179.0,27.0,11.0,3473.0,30.0,1510.0
238,425,Lesia Tsurenko,R,174.0,34.7,6-3 6-2,Doha,81.0,Ons Jabeur,R,167.0,29.4,37.0,1363.0,6.0,4183.0
239,426,Naomi Osaka,R,180.0,26.3,6-3 7-6(9),Doha,105.0,Petra Martic,R,181.0,33.0,747.0,43.0,67.0,1015.0
240,427,Karolina Pliskova,R,184.0,31.8,6-1 5-7 6-4,Doha,129.0,Anastasia Potapova,R,175.0,22.8,59.0,1097.0,34.0,1403.0
241,430,Leylah Fernandez,L,168.0,21.4,0-6 6-2 6-3,Doha,116.0,Paula Badosa,R,180.0,26.2,38.0,1355.0,79.0,898.0
242,432,Elena Rybakina,R,184.0,24.6,6-2 6-1,Doha,58.0,Lin Zhu,R,173.0,30.0,4.0,6088.0,57.0,1117.0
243,435,Danielle Collins,R,178.0,30.1,6-4 7-5,Doha,114.0,Marie Bouzkova,R,180.0,25.5,63.0,1046.0,35.0,1382.0
244,436,Katerina Siniakova,R,174.0,27.7,6-2 6-4,Doha,80.0,Coco Gauff,R,175.0,19.9,42.0,1274.0,3.0,7200.0
245,437,Sorana Cirstea,R,176.0,33.8,6-3 6-2,Doha,81.0,Sloane Stephens,R,170.0,30.8,22.0,1829.0,39.0,1322.0
246,439,Ekaterina Alexandrova,R,175.0,29.2,7-6(5) 6-3,Doha,89.0,Viktoriya Tomova,R,170.0,28.9,19.0,2410.0,68.0,1014.0
247,440,Xin Yu Wang,R,182.0,22.3,6-1 6-3,Doha,69.0,Beatriz Haddad Maia,L,185.0,27.7,41.0,1281.0,14.0,2960.0
248,441,Victoria Azarenka,R,180.0,34.5,6-3 3-6 6-3,Doha,154.0,Magdalena Frech,R,171.0,26.1,31.0,1471.0,52.0,1185.0
249,442,Anhelina Kalinina,R,179.0,27.0,6-0 7-6(6),Doha,99.0,Emma Raducanu,R,175.0,21.2,30.0,1510.0,262.0,291.0
250,444,Petra Martic,R,181.0,33.0,7-5 3-6 7-6(5),Doha,176.0,Arantxa Rus,L,180.0,33.1,67.0,1015.0,43.0,1271.0
251,445,Naomi Osaka,R,180.0,26.3,7-5 6-4,Doha,88.0,Caroline Garcia,R,177.0,30.3,747.0,43.0,21.0,2075.0
252,446,Anastasia Potapova,R,175.0,22.8,6-4 6-4,Doha,103.0,Martina Trevisan,L,160.0,30.2,34.0,1403.0,58.0,1105.0
253,447,Karolina Pliskova,R,184.0,31.8,2-6 7-6(3) 6-4,Doha,134.0,Anna Kalinskaya,R,175.0,25.1,59.0,1097.0,40.0,1314.0
254,449,Magda Linette,R,171.0,32.0,6-1 6-4,Doha,112.0,Nao Hibino,R,163.0,29.2,53.0,1185.0,93.0,788.0
255,450,Paula Badosa,R,180.0,26.2,6-3 4-6 6-4,Doha,143.0,Ashlyn Krueger,R,185.0,19.7,79.0,898.0,74.0,942.0
256,451,Leylah Fernandez,L,168.0,21.4,7-5 7-6(4),Doha,130.0,Liudmila Samsonova,R,180.0,25.2,38.0,1355.0,15.0,2590.0
257,456,Marta Kostyuk,R,175.0,21.6,6-3 7-5,Doha,86.0,Caroline Dolehide,R,178.0,25.4,29.0,1517.0,44.0,1263.0
258,457,Anastasia Pavlyuchenkova,R,177.0,32.6,6-2 7-6(2),Doha,101.0,Daria Kasatkina,R,170.0,26.7,32.0,1421.0,13.0,3063.0
259,458,Danielle Collins,R,178.0,30.1,7-5 6-3,Doha,106.0,Veronika Kudermetova,R,175.0,26.8,63.0,1046.0,18.0,2425.0
260,459,Marie Bouzkova,R,180.0,25.5,7-5 2-6 7-5,Doha,174.0,Sofia Kenin,R,170.0,25.2,35.0,1382.0,45.0,1225.0
261,460,Katerina Siniakova,R,174.0,27.7,7-5 6-1,Doha,78.0,Donna Vekic,R,179.0,27.6,42.0,1274.0,27.0,1580.0
262,461,Jasmine Paolini,R,160.0,28.1,4-6 7-5 7-5,Dubai,133.0,Anna Kalinskaya,R,175.0,25.2,26.0,1735.0,40.0,1323.0
263,462,Anna Kalinskaya,R,175.0,25.2,6-4 6-4,Dubai,101.0,Iga Swiatek,R,176.0,22.7,40.0,1323.0,1.0,10300.0
264,463,Jasmine Paolini,R,160.0,28.1,6-2 7-6(6),Dubai,117.0,Sorana Cirstea,R,176.0,33.8,26.0,1735.0,22.0,1893.0
265,465,Anna Kalinskaya,R,175.0,25.2,2-6 6-4 6-2,Dubai,137.0,Coco Gauff,R,175.0,19.9,40.0,1323.0,3.0,7110.0
266,467,Sorana Cirstea,R,176.0,33.8,2-6 7-6(1) 6-2,Dubai,161.0,Marketa Vondrousova,L,173.0,24.6,22.0,1893.0,8.0,3856.0
267,468,Iga Swiatek,R,176.0,22.7,6-1 6-4,Dubai,83.0,Elina Svitolina,R,174.0,29.4,1.0,10300.0,20.0,2212.0
268,470,Coco Gauff,R,175.0,19.9,2-6 6-4 6-3,Dubai,113.0,Karolina Pliskova,R,184.0,31.9,3.0,7110.0,36.0,1462.0
269,471,Anna Kalinskaya,R,175.0,25.2,6-4 7-5,Dubai,93.0,Jelena Ostapenko,R,177.0,26.6,40.0,1323.0,9.0,3533.0
270,472,Jasmine Paolini,R,160.0,28.1,6-4 6-2,Dubai,81.0,Maria Sakkari,R,172.0,28.5,26.0,1735.0,11.0,3455.0
271,473,Elena Rybakina,R,184.0,24.6,7-6(5) 3-6 6-4,Dubai,159.0,Magdalena Frech,R,171.0,26.1,4.0,6738.0,53.0,1190.0
272,474,Marketa Vondrousova,L,173.0,24.6,6-2 6-2,Dubai,75.0,Liudmila Samsonova,R,180.0,25.2,8.0,3856.0,15.0,2590.0
273,475,Sorana Cirstea,R,176.0,33.8,3-6 6-3 7-5,Dubai,135.0,Donna Vekic,R,179.0,27.6,22.0,1893.0,31.0,1580.0
274,476,Iga Swiatek,R,176.0,22.7,6-4 6-4,Dubai,117.0,Sloane Stephens,R,170.0,30.9,1.0,10300.0,41.0,1322.0
275,477,Elina Svitolina,R,174.0,29.4,6-3 6-3,Dubai,72.0,Tatjana Maria,R,172.0,36.5,20.0,2212.0,54.0,1185.0
276,481,Karolina Pliskova,R,184.0,31.9,6-7(2) 6-3 6-4,Dubai,138.0,Ashlyn Krueger,R,185.0,19.7,36.0,1462.0,76.0,936.0
277,485,Jasmine Paolini,R,160.0,28.1,6-3 6-4,Dubai,97.0,Leylah Fernandez,L,168.0,21.4,26.0,1735.0,33.0,1540.0
278,486,Magdalena Frech,R,171.0,26.1,6-4 1-6 6-2,Dubai,120.0,Petra Martic,R,181.0,33.0,53.0,1190.0,61.0,1079.0
279,490,Sorana Cirstea,R,176.0,33.8,6-1 6-4,Dubai,89.0,Veronika Kudermetova,R,175.0,26.8,22.0,1893.0,19.0,2250.0
280,491,Donna Vekic,R,179.0,27.6,6-7(5) 6-3 6-0,Dubai,142.0,Aryna Sabalenka,R,182.0,25.7,31.0,1580.0,2.0,8905.0
281,492,Sloane Stephens,R,170.0,30.9,6-4 1-6 6-2,Dubai,120.0,Clara Burel,R,176.0,22.9,41.0,1322.0,47.0,1224.0
282,494,Elina Svitolina,R,174.0,29.4,6-3 7-6(7),Dubai,100.0,Anhelina Kalinina,R,179.0,27.0,20.0,2212.0,32.0,1545.0
283,496,Anastasia Potapova,R,175.0,22.8,4-6 6-2 6-4,Dubai,128.0,Lin Zhu,R,173.0,30.0,35.0,1467.0,57.0,1152.0
284,497,Nao Hibino,R,163.0,29.2,6-2 3-6 6-4,Dubai,160.0,Magda Linette,R,171.0,32.0,90.0,806.0,48.0,1220.0
285,499,Karolina Pliskova,R,184.0,31.9,6-3 7-5,Dubai,79.0,Shuai Zhang,R,177.0,35.0,36.0,1462.0,776.0,40.0
286,500,Ashlyn Krueger,R,185.0,19.7,3-6 6-3 6-3,Dubai,115.0,Caroline Garcia,R,177.0,30.3,76.0,936.0,21.0,2040.0
287,503,Anna Kalinskaya,R,175.0,25.2,6-1 6-2,Dubai,57.0,Storm Hunter,L,166.0,29.5,40.0,1323.0,128.0,586.0
288,505,Leylah Fernandez,L,168.0,21.4,6-3 6-2,Dubai,79.0,Bernarda Pera,L,175.0,29.2,33.0,1540.0,83.0,877.0
289,506,Jasmine Paolini,R,160.0,28.1,4-6 6-4 6-0,Dubai,118.0,Beatriz Haddad Maia,L,185.0,27.7,26.0,1735.0,14.0,2870.0
290,507,Magdalena Frech,R,171.0,26.1,7-6(2) 6-3,Dubai,94.0,Ekaterina Alexandrova,R,175.0,29.2,53.0,1190.0,17.0,2475.0
291,508,Petra Martic,R,181.0,33.0,6-4 7-6(4),Dubai,114.0,Caroline Dolehide,R,178.0,25.4,61.0,1079.0,45.0,1263.0
292,509,Victoria Azarenka,R,180.0,34.5,6-2 6-4,Dubai,80.0,Arantxa Rus,L,180.0,33.1,27.0,1631.0,43.0,1271.0
293,511,Anastasia Pavlyuchenkova,R,177.0,32.6,6-4 6-3,Dubai,92.0,Marie Bouzkova,R,180.0,25.5,24.0,1810.0,37.0,1429.0
294,512,Liudmila Samsonova,R,180.0,25.2,7-6(2) 6-3,Dubai,97.0,Viktoriya Tomova,R,170.0,28.9,15.0,2590.0,68.0,1009.0
295,513,Veronika Kudermetova,R,175.0,26.8,6-0 1-6 6-0,Dubai,96.0,Dayana Yastremska,R,175.0,23.7,19.0,2250.0,29.0,1607.0
296,514,Sorana Cirstea,R,176.0,33.8,6-3 7-6(2),Dubai,103.0,Sofia Kenin,R,170.0,25.2,22.0,1893.0,55.0,1180.0
297,515,Donna Vekic,R,179.0,27.6,6-2 6-4,Dubai,90.0,Xin Yu Wang,R,182.0,22.3,31.0,1580.0,42.0,1321.0
298,518,Yue Yuan,R,184.0,25.4,6-0 6-3,Austin,70.0,Anna Karolina Schmiedlova,R,176.0,29.4,68.0,1006.0,76.0,925.0
299,519,Anhelina Kalinina,R,179.0,27.0,1-6 6-4 6-2,Austin,138.0,Diane Parry,R,170.0,21.4,35.0,1470.0,62.0,1073.0
300,521,Yue Yuan,R,184.0,25.4,6-3 7-5,Austin,119.0,Yafan Wang,R,170.0,29.8,68.0,1006.0,69.0,993.0
301,523,Anhelina Kalinina,R,179.0,27.0,6-1 6-2,Austin,66.0,Camila Osorio,R,162.0,22.1,35.0,1470.0,98.0,753.0
302,527,Yue Yuan,R,184.0,25.4,6-3 7-6(5),Austin,99.0,Taylor Townsend,L,170.0,27.8,68.0,1006.0,83.0,882.0
303,529,Anna Karolina Schmiedlova,R,176.0,29.4,5-7 7-6(5) 7-5,Austin,170.0,Sachia Vickery,R,162.0,28.7,76.0,925.0,134.0,556.0
304,530,Anastasija Sevastova,R,169.0,33.8,6-3 6-2,Austin,72.0,Sloane Stephens,R,170.0,30.9,485.0,112.0,40.0,1327.0
305,532,Camila Osorio,R,162.0,22.1,6-3 6-2,Austin,90.0,Alize Cornet,R,173.0,34.0,98.0,753.0,104.0,718.0
306,539,Yue Yuan,R,184.0,25.4,3-6 6-3 6-1,Austin,146.0,Arina Rodionova,R,168.0,34.1,68.0,1006.0,99.0,745.0
307,544,Sachia Vickery,R,162.0,28.7,6-2 6-4,Austin,74.0,Rebecca Marino,R,183.0,33.1,134.0,556.0,147.0,520.0
308,546,Sloane Stephens,R,170.0,30.9,6-4 6-0,Austin,89.0,Tereza Martincova,R,178.0,29.3,40.0,1327.0,155.0,485.0
309,547,Katie Boulter,R,180.0,27.5,5-7 6-2 6-2,San Diego,133.0,Marta Kostyuk,R,175.0,21.6,49.0,1218.0,34.0,1521.0
310,548,Marta Kostyuk,R,175.0,21.6,7-6(4) 6-1,San Diego,95.0,Jessica Pegula,R,170.0,30.0,34.0,1521.0,5.0,5050.0
311,550,Jessica Pegula,R,170.0,30.0,6-1 2-6 6-2,San Diego,93.0,Anna Blinkova,R,179.0,25.4,5.0,5050.0,51.0,1192.0
312,551,Marta Kostyuk,R,175.0,21.6,3-6 6-4 6-3,San Diego,132.0,Anastasia Pavlyuchenkova,R,177.0,32.6,34.0,1521.0,25.0,1874.0
313,553,Katie Boulter,R,180.0,27.5,6-4 6-3,San Diego,96.0,Donna Vekic,R,179.0,27.6,49.0,1218.0,28.0,1690.0
314,554,Jessica Pegula,R,170.0,30.0,6-0 6-4,San Diego,64.0,Jule Niemeier,R,178.0,24.5,5.0,5050.0,126.0,590.0
315,555,Anna Blinkova,R,179.0,25.4,7-6(6) 6-2,San Diego,87.0,Dayana Yastremska,R,175.0,23.7,51.0,1192.0,33.0,1532.0
316,556,Anastasia Pavlyuchenkova,R,177.0,32.6,4-6 7-6(5) 6-2,San Diego,136.0,Xin Yu Wang,R,182.0,22.4,25.0,1874.0,41.0,1316.0
317,558,Daria Saville,R,166.0,29.9,5-7 7-6(2) 6-2,San Diego,194.0,Tatjana Maria,R,172.0,36.5,148.0,519.0,47.0,1240.0
318,561,Katie Boulter,R,180.0,27.5,3-6 6-3 6-4,San Diego,141.0,Beatriz Haddad Maia,L,185.0,27.7,49.0,1218.0,13.0,2870.0
319,563,Anna Blinkova,R,179.0,25.4,1-6 6-4 6-1,San Diego,120.0,Caroline Wozniacki,R,177.0,33.6,51.0,1192.0,206.0,372.0
320,564,Dayana Yastremska,R,175.0,23.7,6-4 5-7 6-1,San Diego,128.0,Caroline Dolehide,R,178.0,25.4,33.0,1532.0,45.0,1263.0
321,565,Xin Yu Wang,R,182.0,22.4,6-2 2-6 6-1,San Diego,97.0,Clara Tauson,R,182.0,21.1,41.0,1316.0,92.0,781.0
322,567,Marta Kostyuk,R,175.0,21.6,6-4 4-6 6-2,San Diego,134.0,Ann Li,R,170.0,23.6,34.0,1521.0,167.0,452.0
323,569,Daria Saville,R,166.0,29.9,6-3 6-3,San Diego,81.0,Lin Zhu,R,173.0,30.0,148.0,519.0,58.0,1152.0
324,573,Katie Boulter,R,180.0,27.5,6-3 6-1,San Diego,71.0,Lesia Tsurenko,R,174.0,34.7,49.0,1218.0,36.0,1464.0
325,574,Iga Swiatek,R,176.0,22.7,6-4 6-0,Indian Wells,68.0,Maria Sakkari,R,172.0,28.6,1.0,10105.0,9.0,3565.0
326,575,Iga Swiatek,R,176.0,22.7,6-2 6-1,Indian Wells,69.0,Marta Kostyuk,R,175.0,21.6,1.0,10105.0,32.0,1566.0
327,576,Maria Sakkari,R,172.0,28.6,6-4 6-7(5) 6-2,Indian Wells,161.0,Coco Gauff,R,175.0,19.9,9.0,3565.0,3.0,6975.0
328,578,Marta Kostyuk,R,175.0,21.6,6-0 7-5,Indian Wells,68.0,Anastasia Potapova,R,175.0,22.9,32.0,1566.0,33.0,1557.0
329,579,Coco Gauff,R,175.0,19.9,6-4 6-3,Indian Wells,94.0,Yue Yuan,R,184.0,25.4,3.0,6975.0,49.0,1241.0
330,581,Iga Swiatek,R,176.0,22.7,6-1 6-2,Indian Wells,71.0,Yulia Putintseva,R,163.0,29.1,1.0,10105.0,79.0,898.0
331,582,Caroline Wozniacki,R,177.0,33.6,6-4 6-2,Indian Wells,89.0,Angelique Kerber,L,173.0,36.1,204.0,373.0,607.0,71.0
332,583,Anastasia Potapova,R,175.0,22.9,7-5 0-6 6-3,Indian Wells,107.0,Jasmine Paolini,R,160.0,28.1,33.0,1557.0,14.0,2700.0
333,584,Marta Kostyuk,R,175.0,21.6,6-4 6-1,Indian Wells,78.0,Anastasia Pavlyuchenkova,R,177.0,32.6,32.0,1566.0,24.0,1981.0
334,585,Yue Yuan,R,184.0,25.4,4-6 6-4 6-3,Indian Wells,150.0,Daria Kasatkina,R,170.0,26.8,49.0,1241.0,12.0,3063.0
335,586,Coco Gauff,R,175.0,19.9,6-0 6-2,Indian Wells,66.0,Elise Mertens,R,179.0,28.3,3.0,6975.0,28.0,1646.0
336,587,Maria Sakkari,R,172.0,28.6,6-2 3-6 6-3,Indian Wells,131.0,Diane Parry,R,170.0,21.5,9.0,3565.0,61.0,1098.0
337,590,Yulia Putintseva,R,163.0,29.1,6-4 6-1,Indian Wells,82.0,Madison Keys,R,178.0,29.0,79.0,898.0,20.0,2287.0
338,591,Angelique Kerber,L,173.0,36.1,6-4 7-5,Indian Wells,107.0,Veronika Kudermetova,R,175.0,26.8,607.0,71.0,19.0,2305.0
339,593,Anastasia Potapova,R,175.0,22.9,6-1 6-1,Indian Wells,61.0,Nadia Podoroska,R,170.0,27.0,33.0,1557.0,84.0,852.0
340,594,Jasmine Paolini,R,160.0,28.1,6-3 3-6 6-4,Indian Wells,121.0,Anna Kalinskaya,R,175.0,25.2,14.0,2700.0,25.0,1943.0
341,595,Anastasia Pavlyuchenkova,R,177.0,32.6,2-6 6-4 6-3,Indian Wells,158.0,Beatriz Haddad Maia,L,185.0,27.7,24.0,1981.0,13.0,2870.0
342,597,Yue Yuan,R,184.0,25.4,1-6 6-4 7-6(2),Indian Wells,146.0,Caroline Dolehide,R,178.0,25.5,49.0,1241.0,51.0,1200.0
343,598,Daria Kasatkina,R,170.0,26.8,2-6 6-4 6-4,Indian Wells,133.0,Sloane Stephens,R,170.0,30.9,12.0,3063.0,44.0,1297.0
344,599,Elise Mertens,R,179.0,28.3,7-5 6-4,Indian Wells,116.0,Naomi Osaka,R,180.0,26.3,28.0,1646.0,287.0,258.0
345,601,Diane Parry,R,170.0,21.5,6-4 6-3,Indian Wells,113.0,Anna Blinkova,R,179.0,25.4,61.0,1098.0,45.0,1270.0
